tsc     	probe   	vcpu    	pcpu    	tid     
18513084090650	HV_Exit 	1       	5       	140216217175808
18513084103330	HV_Resume	1       	5       	140216217175808
18513084121766	HV_Exit 	1       	5       	140216217175808
18513093842690	HV_Exit 	3       	7       	140216200390400
18513093869262	HV_Resume	3       	7       	140216200390400
18513093904878	HV_Exit 	3       	7       	140216200390400
18513093918876	HV_Resume	3       	7       	140216200390400
18513093972646	HV_Exit 	3       	7       	140216200390400
18513093987314	HV_Resume	3       	7       	140216200390400
18513093999210	HV_Resume	1       	5       	140216217175808
18513094047192	HV_Exit 	1       	5       	140216217175808
18513094062678	HV_Resume	1       	5       	140216217175808
18513094098338	HV_Exit 	1       	5       	140216217175808
18513094114234	HV_Resume	1       	5       	140216217175808
18513094218718	HV_Exit 	1       	5       	140216217175808
18513094231838	HV_Resume	1       	5       	140216217175808
18513094292148	HV_Exit 	1       	5       	140216217175808
18513094304120	HV_Resume	1       	5       	140216217175808
18513094320046	HV_Exit 	1       	5       	140216217175808
18513094331290	HV_Resume	1       	5       	140216217175808
18513094348234	HV_Exit 	1       	5       	140216217175808
18513099596382	HV_Exit 	3       	7       	140216200390400
18513099625882	HV_Resume	3       	7       	140216200390400
18513099650012	HV_Exit 	3       	7       	140216200390400
18513099663214	HV_Resume	3       	7       	140216200390400
18513099696020	HV_Exit 	3       	7       	140216200390400
18513099710026	HV_Resume	3       	7       	140216200390400
18513099795766	HV_Exit 	3       	7       	140216200390400
18513099917914	HV_Resume	3       	7       	140216200390400
18513099960492	HV_Exit 	3       	7       	140216200390400
18513100091928	HV_Resume	1       	5       	140216217175808
18513100130030	HV_Exit 	1       	5       	140216217175808
18513100144872	HV_Resume	1       	5       	140216217175808
18513100196842	HV_Exit 	1       	5       	140216217175808
18513100213290	HV_Resume	1       	5       	140216217175808
18513100232750	HV_Exit 	1       	5       	140216217175808
18513100243896	HV_Resume	1       	5       	140216217175808
18513100307830	HV_Exit 	1       	5       	140216217175808
18513100319322	HV_Resume	1       	5       	140216217175808
18513100335350	HV_Exit 	1       	5       	140216217175808
18513100346350	HV_Resume	1       	5       	140216217175808
18513100363430	HV_Exit 	1       	5       	140216217175808
18513101855330	HV_Resume	3       	11      	140216200390400
18513101902714	HV_Exit 	3       	11      	140216200390400
18513101918146	HV_Resume	3       	11      	140216200390400
18513101961074	HV_Exit 	3       	11      	140216200390400
18513101976494	HV_Resume	3       	11      	140216200390400
18513102061640	HV_Exit 	3       	11      	140216200390400
18513104414554	HV_Resume	3       	11      	140216200390400
18513104450950	HV_Exit 	3       	11      	140216200390400
18513104463618	HV_Resume	3       	11      	140216200390400
18513104494182	HV_Exit 	3       	11      	140216200390400
18513104507074	HV_Resume	3       	11      	140216200390400
18513104533066	HV_Exit 	3       	11      	140216200390400
18513107184538	HV_Resume	3       	11      	140216200390400
18513107232662	HV_Exit 	3       	11      	140216200390400
18513107248642	HV_Resume	3       	11      	140216200390400
18513107292698	HV_Exit 	3       	11      	140216200390400
18513107308110	HV_Resume	3       	11      	140216200390400
18513107336446	HV_Exit 	3       	11      	140216200390400
18513109713262	HV_Resume	1       	5       	140216217175808
18513109759486	HV_Resume	3       	11      	140216200390400
18513109783678	HV_Exit 	1       	5       	140216217175808
18513109804898	HV_Resume	1       	5       	140216217175808
18513109807654	HV_Exit 	3       	11      	140216200390400
18513109823142	HV_Resume	3       	11      	140216200390400
18513109853470	HV_Exit 	1       	5       	140216217175808
18513109862610	HV_Exit 	3       	11      	140216200390400
18513109878240	HV_Resume	3       	11      	140216200390400
18513109876446	HV_Resume	1       	5       	140216217175808
18513109966854	HV_Exit 	3       	11      	140216200390400
18513110047630	HV_Exit 	1       	5       	140216217175808
18513110069622	HV_Resume	1       	5       	140216217175808
18513110177974	HV_Exit 	1       	5       	140216217175808
18513110197978	HV_Resume	1       	5       	140216217175808
18513110220714	HV_Exit 	1       	5       	140216217175808
18513110236682	HV_Resume	1       	5       	140216217175808
18513110260042	HV_Exit 	1       	5       	140216217175808
18513112351332	HV_Resume	3       	11      	140216200390400
18513112399122	HV_Exit 	3       	11      	140216200390400
18513112414578	HV_Resume	3       	11      	140216200390400
18513112458230	HV_Exit 	3       	11      	140216200390400
18513112473850	HV_Resume	3       	11      	140216200390400
18513112803402	HV_Exit 	3       	11      	140216200390400
18513112816666	HV_Resume	3       	11      	140216200390400
18513112833478	HV_Exit 	3       	11      	140216200390400
18513112845310	HV_Resume	3       	11      	140216200390400
18513112863542	HV_Exit 	3       	11      	140216200390400
18513120186654	HV_Resume	1       	5       	140216217175808
18513120263736	HV_Exit 	1       	5       	140216217175808
18513120281878	HV_Resume	1       	5       	140216217175808
18513120326266	HV_Exit 	1       	5       	140216217175808
18513120342898	HV_Resume	1       	5       	140216217175808
18513120498310	HV_Exit 	1       	5       	140216217175808
18513120511978	HV_Resume	1       	5       	140216217175808
18513120592086	HV_Exit 	1       	5       	140216217175808
18513120604326	HV_Resume	1       	5       	140216217175808
18513120620506	HV_Exit 	1       	5       	140216217175808
18513120631836	HV_Resume	1       	5       	140216217175808
18513120648938	HV_Exit 	1       	5       	140216217175808
18513148732066	HV_Resume	1       	5       	140216217175808
18513148809066	HV_Exit 	1       	5       	140216217175808
18513148827152	HV_Resume	1       	5       	140216217175808
18513148874122	HV_Exit 	1       	5       	140216217175808
18513148891070	HV_Resume	1       	5       	140216217175808
18513149055426	HV_Exit 	1       	5       	140216217175808
18513149068626	HV_Resume	1       	5       	140216217175808
18513149277994	HV_Exit 	1       	5       	140216217175808
18513149291098	HV_Resume	1       	5       	140216217175808
18513149307370	HV_Exit 	1       	5       	140216217175808
18513149318782	HV_Resume	1       	5       	140216217175808
18513149336398	HV_Exit 	1       	5       	140216217175808
18513156163550	HV_Resume	2       	0       	140216208783104
18513156227282	HV_Exit 	2       	0       	140216208783104
18513156244546	HV_Resume	2       	0       	140216208783104
18513156300644	HV_Exit 	2       	0       	140216208783104
18513156316566	HV_Resume	2       	0       	140216208783104
18513156345082	HV_Exit 	2       	0       	140216208783104
18513156356742	HV_Resume	2       	0       	140216208783104
18513156375850	HV_Exit 	2       	0       	140216208783104
18513156386994	HV_Resume	2       	0       	140216208783104
18513156512010	HV_Exit 	2       	0       	140216208783104
18513156533150	HV_Resume	2       	0       	140216208783104
18513156552214	HV_Exit 	2       	0       	140216208783104
18513156563554	HV_Resume	2       	0       	140216208783104
18513156744690	HV_Exit 	2       	0       	140216208783104
18513156761446	HV_Resume	2       	0       	140216208783104
18513156788086	HV_Exit 	2       	0       	140216208783104
18513156801130	HV_Resume	2       	0       	140216208783104
18513156819306	HV_Exit 	2       	0       	140216208783104
18513182266198	HV_Resume	3       	11      	140216200390400
18513182332004	HV_Exit 	3       	11      	140216200390400
18513182349958	HV_Resume	3       	11      	140216200390400
18513182392464	HV_Exit 	3       	11      	140216200390400
18513182408546	HV_Resume	3       	11      	140216200390400
18513182558526	HV_Exit 	3       	11      	140216200390400
18513182572378	HV_Resume	3       	11      	140216200390400
18513182680486	HV_Exit 	3       	11      	140216200390400
18513182937922	HV_Resume	3       	11      	140216200390400
18513183352034	HV_Exit 	3       	11      	140216200390400
18513183385416	HV_Resume	3       	11      	140216200390400
18513183400656	HV_Exit 	3       	11      	140216200390400
18513183521952	HV_Resume	3       	11      	140216200390400
18513183591504	HV_Exit 	3       	11      	140216200390400
18513183627002	HV_Resume	3       	11      	140216200390400
18513183643210	HV_Exit 	3       	11      	140216200390400
18513183657684	HV_Resume	3       	11      	140216200390400
18513183672486	HV_Exit 	3       	11      	140216200390400
18513183688206	HV_Resume	3       	11      	140216200390400
18513183786432	HV_Exit 	3       	11      	140216200390400
18513184382542	HV_Resume	1       	5       	140216217175808
18513184447042	HV_Exit 	1       	5       	140216217175808
18513184475010	HV_Resume	1       	5       	140216217175808
18513184519298	HV_Exit 	1       	5       	140216217175808
18513184628134	HV_Resume	1       	5       	140216217175808
18513184691706	HV_Exit 	1       	5       	140216217175808
18513184794018	HV_Resume	3       	11      	140216200390400
18513184801628	HV_Resume	1       	5       	140216217175808
18513184830502	HV_Exit 	3       	11      	140216200390400
18513184836766	HV_Exit 	1       	5       	140216217175808
18513184844038	HV_Resume	3       	11      	140216200390400
18513184852836	HV_Resume	1       	5       	140216217175808
18513184868266	HV_Exit 	1       	5       	140216217175808
18513184881730	HV_Resume	1       	5       	140216217175808
18513184881406	HV_Exit 	3       	11      	140216200390400
18513184896012	HV_Resume	3       	11      	140216200390400
18513184917406	HV_Exit 	1       	5       	140216217175808
18513184932586	HV_Resume	1       	5       	140216217175808
18513184938986	HV_Exit 	3       	11      	140216200390400
18513184951698	HV_Exit 	1       	5       	140216217175808
18513184963446	HV_Resume	1       	5       	140216217175808
18513184992958	HV_Resume	0       	1       	140216225568512
18513185031270	HV_Exit 	0       	1       	140216225568512
18513185047090	HV_Resume	0       	1       	140216225568512
18513185078672	HV_Exit 	1       	5       	140216217175808
18513185085286	HV_Exit 	0       	1       	140216225568512
18513185097552	HV_Resume	1       	5       	140216217175808
18513185102266	HV_Resume	0       	1       	140216225568512
18513185122470	HV_Exit 	0       	1       	140216225568512
18513185134222	HV_Resume	0       	1       	140216225568512
18513185274462	HV_Exit 	0       	1       	140216225568512
18513185274888	HV_Exit 	1       	5       	140216217175808
18513185287602	HV_Resume	0       	1       	140216225568512
18513185289260	HV_Resume	1       	5       	140216217175808
18513185304350	HV_Exit 	0       	1       	140216225568512
18513185305930	HV_Exit 	1       	5       	140216217175808
18513185315828	HV_Resume	0       	1       	140216225568512
18513185317366	HV_Resume	1       	5       	140216217175808
18513185333074	HV_Exit 	0       	1       	140216225568512
18513185334674	HV_Exit 	1       	5       	140216217175808
18513187365938	HV_Resume	3       	11      	140216200390400
18513187400564	HV_Exit 	3       	11      	140216200390400
18513187413094	HV_Resume	3       	11      	140216200390400
18513187443334	HV_Exit 	3       	11      	140216200390400
18513187455926	HV_Resume	3       	11      	140216200390400
18513187482430	HV_Exit 	3       	11      	140216200390400
18513190018020	HV_Resume	3       	11      	140216200390400
18513190064634	HV_Exit 	3       	11      	140216200390400
18513190080518	HV_Resume	3       	11      	140216200390400
18513190123050	HV_Exit 	3       	11      	140216200390400
18513190139682	HV_Resume	3       	11      	140216200390400
18513190172458	HV_Exit 	3       	11      	140216200390400
18513192722144	HV_Resume	3       	11      	140216200390400
18513192768742	HV_Exit 	3       	11      	140216200390400
18513192784174	HV_Resume	3       	11      	140216200390400
18513192827254	HV_Exit 	3       	11      	140216200390400
18513192842340	HV_Resume	3       	11      	140216200390400
18513192920898	HV_Exit 	3       	11      	140216200390400
18513195238734	HV_Resume	1       	5       	140216217175808
18513195297630	HV_Exit 	1       	5       	140216217175808
18513195316762	HV_Resume	1       	5       	140216217175808
18513195335998	HV_Resume	3       	11      	140216200390400
18513195359042	HV_Exit 	1       	5       	140216217175808
18513195377898	HV_Resume	1       	5       	140216217175808
18513195382758	HV_Exit 	3       	11      	140216200390400
18513195398418	HV_Resume	3       	11      	140216200390400
18513195436566	HV_Exit 	3       	11      	140216200390400
18513195451818	HV_Resume	3       	11      	140216200390400
18513195479970	HV_Exit 	3       	11      	140216200390400
18513195505910	HV_Exit 	1       	5       	140216217175808
18513195526882	HV_Resume	1       	5       	140216217175808
18513195631544	HV_Exit 	1       	5       	140216217175808
18513195650290	HV_Resume	1       	5       	140216217175808
18513195672946	HV_Exit 	1       	5       	140216217175808
18513195688606	HV_Resume	1       	5       	140216217175808
18513195711214	HV_Exit 	1       	5       	140216217175808
18513197743434	HV_Resume	3       	11      	140216200390400
18513197792994	HV_Exit 	3       	11      	140216200390400
18513197807782	HV_Resume	3       	11      	140216200390400
18513197851368	HV_Exit 	3       	11      	140216200390400
18513197867074	HV_Resume	3       	11      	140216200390400
18513197919182	HV_Exit 	3       	11      	140216200390400
18513197931334	HV_Resume	3       	11      	140216200390400
18513197947762	HV_Exit 	3       	11      	140216200390400
18513197959354	HV_Resume	3       	11      	140216200390400
18513197976310	HV_Exit 	3       	11      	140216200390400
18513205632406	HV_Resume	1       	5       	140216217175808
18513205716142	HV_Exit 	1       	5       	140216217175808
18513205736994	HV_Resume	1       	5       	140216217175808
18513205790434	HV_Exit 	1       	5       	140216217175808
18513205811918	HV_Resume	1       	5       	140216217175808
18513205973686	HV_Exit 	1       	5       	140216217175808
18513205988124	HV_Resume	1       	5       	140216217175808
18513206065274	HV_Exit 	1       	5       	140216217175808
18513206077718	HV_Resume	1       	5       	140216217175808
18513206093678	HV_Exit 	1       	5       	140216217175808
18513206105110	HV_Resume	1       	5       	140216217175808
18513206121970	HV_Exit 	1       	5       	140216217175808
18513314592924	HV_Resume	1       	5       	140216217175808
18513314592634	HV_Resume	0       	1       	140216225568512
18513314659714	HV_Exit 	1       	5       	140216217175808
18513314663178	HV_Exit 	0       	1       	140216225568512
18513314677376	HV_Resume	1       	5       	140216217175808
18513314681024	HV_Resume	0       	1       	140216225568512
18513314722590	HV_Exit 	1       	5       	140216217175808
18513314723264	HV_Exit 	0       	1       	140216225568512
18513314740474	HV_Resume	0       	1       	140216225568512
18513314740524	HV_Resume	1       	5       	140216217175808
18513314893140	HV_Exit 	1       	5       	140216217175808
18513314896522	HV_Exit 	0       	1       	140216225568512
18513314906362	HV_Resume	1       	5       	140216217175808
18513314909914	HV_Resume	0       	1       	140216225568512
18513315086576	HV_Exit 	0       	1       	140216225568512
18513315190018	HV_Exit 	1       	5       	140216217175808
18513315203718	HV_Resume	1       	5       	140216217175808
18513315220246	HV_Exit 	1       	5       	140216217175808
18513315231370	HV_Resume	1       	5       	140216217175808
18513315249082	HV_Exit 	1       	5       	140216217175808
18513315515726	HV_Resume	0       	1       	140216225568512
18513315542686	HV_Exit 	0       	1       	140216225568512
18513315849758	HV_Resume	0       	1       	140216225568512
18513315873066	HV_Exit 	0       	1       	140216225568512
18513316176370	HV_Resume	0       	1       	140216225568512
18513316199710	HV_Exit 	0       	1       	140216225568512
18513316503694	HV_Resume	0       	1       	140216225568512
18513316526988	HV_Exit 	0       	1       	140216225568512
18513316836658	HV_Resume	0       	1       	140216225568512
18513316860730	HV_Exit 	0       	1       	140216225568512
18513317166474	HV_Resume	0       	1       	140216225568512
18513317190234	HV_Exit 	0       	1       	140216225568512
18513317495134	HV_Resume	0       	1       	140216225568512
18513317518424	HV_Exit 	0       	1       	140216225568512
18513317824152	HV_Resume	0       	1       	140216225568512
18513317848162	HV_Exit 	0       	1       	140216225568512
18513318153128	HV_Resume	0       	1       	140216225568512
18513318176698	HV_Exit 	0       	1       	140216225568512
18513318480886	HV_Resume	0       	1       	140216225568512
18513318504656	HV_Exit 	0       	1       	140216225568512
18513318809914	HV_Resume	0       	1       	140216225568512
18513318834176	HV_Exit 	0       	1       	140216225568512
18513319142720	HV_Resume	0       	1       	140216225568512
18513319166302	HV_Exit 	0       	1       	140216225568512
18513319472544	HV_Resume	0       	1       	140216225568512
18513319496112	HV_Exit 	0       	1       	140216225568512
18513319728798	HV_Resume	0       	1       	140216225568512
18513319753438	HV_Exit 	0       	1       	140216225568512
18513319843190	HV_Resume	0       	1       	140216225568512
18513319998528	HV_Exit 	0       	1       	140216225568512
18513320085692	HV_Resume	0       	1       	140216225568512
18513320110478	HV_Exit 	0       	1       	140216225568512
18513320197234	HV_Resume	0       	1       	140216225568512
18513320351662	HV_Exit 	0       	1       	140216225568512
18513320439598	HV_Resume	0       	1       	140216225568512
18513320464394	HV_Exit 	0       	1       	140216225568512
18513320698322	HV_Resume	0       	1       	140216225568512
18513320721730	HV_Exit 	0       	1       	140216225568512
18513320734980	HV_Resume	0       	1       	140216225568512
18513320758678	HV_Exit 	0       	1       	140216225568512
18513320770374	HV_Resume	0       	1       	140216225568512
18513320818302	HV_Exit 	0       	1       	140216225568512
18513320833164	HV_Resume	0       	1       	140216225568512
18513320855874	HV_Exit 	0       	1       	140216225568512
18513320971474	HV_Resume	0       	1       	140216225568512
18513321041542	HV_Exit 	0       	1       	140216225568512
18513321056386	HV_Resume	0       	1       	140216225568512
18513321073510	HV_Exit 	0       	1       	140216225568512
18513321085026	HV_Resume	0       	1       	140216225568512
18513321102022	HV_Exit 	0       	1       	140216225568512
18513321212370	HV_Resume	3       	11      	140216200390400
18513321272194	HV_Exit 	3       	11      	140216200390400
18513321302566	HV_Resume	3       	11      	140216200390400
18513321343618	HV_Exit 	3       	11      	140216200390400
18513321462714	HV_Resume	3       	11      	140216200390400
18513321496674	HV_Exit 	3       	11      	140216200390400
18513321512818	HV_Resume	3       	11      	140216200390400
18513321528344	HV_Exit 	3       	11      	140216200390400
18513321542194	HV_Resume	3       	11      	140216200390400
18513321575038	HV_Exit 	3       	11      	140216200390400
18513321592738	HV_Resume	3       	11      	140216200390400
18513321627886	HV_Exit 	3       	11      	140216200390400
18513321642526	HV_Resume	0       	1       	140216225568512
18513321679532	HV_Exit 	0       	1       	140216225568512
18513321694474	HV_Resume	0       	1       	140216225568512
18513321762704	HV_Exit 	0       	1       	140216225568512
18513321779494	HV_Resume	0       	1       	140216225568512
18513321946222	HV_Exit 	0       	1       	140216225568512
18513321969898	HV_Resume	0       	1       	140216225568512
18513321996540	HV_Exit 	0       	1       	140216225568512
18513322009186	HV_Resume	0       	1       	140216225568512
18513322032142	HV_Exit 	0       	1       	140216225568512
18513322043180	HV_Resume	0       	1       	140216225568512
18513322080958	HV_Exit 	0       	1       	140216225568512
18513322093088	HV_Resume	0       	1       	140216225568512
18513322170738	HV_Exit 	0       	1       	140216225568512
18513322183110	HV_Resume	0       	1       	140216225568512
18513322199542	HV_Exit 	0       	1       	140216225568512
18513322211532	HV_Resume	0       	1       	140216225568512
18513322228462	HV_Exit 	0       	1       	140216225568512
